File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 05, 16_Typ,Elevation C,11921457,Dimension
PPVC 05, 16_Typ,Elevation C,11926527,Dimension
PPVC 05, 16_Typ,Elevation C,11973780,Dimension
PPVC 05, 16_Typ,Elevation C,11999910,Dimension
PPVC 05, 16_Typ,Elevation C,11999933,Dimension
PPVC 05, 16_Typ,Elevation C,12047680,Dimension
PPVC 05, 16_Typ,Elevation C,12049873,Dimension
PPVC 05, 16_Typ,Elevation C,12064050,Dimension
PPVC 05, 16_Typ,Elevation C,11758579,TextNote
PPVC 05, 16_Typ,Elevation C,11758656,TextNote
PPVC 05, 16_Typ,Elevation C,11769014,TextNote
PPVC 05, 16_Typ,Elevation C,11769030,TextNote
PPVC 05, 16_Typ,Elevation C,11845596,TextNote
PPVC 05, 16_Typ,Elevation C,11845627,TextNote
PPVC 05, 16_Typ,Elevation C,11845731,TextNote
PPVC 05, 16_Typ,Elevation C,11847009,TextNote
PPVC 05, 16_Typ,Elevation C,11847031,TextNote
PPVC 05, 16_Typ,Elevation D,11760769,Dimension
PPVC 05, 16_Typ,Elevation D,11760776,Dimension
PPVC 05, 16_Typ,Elevation D,11764455,Dimension
PPVC 05, 16_Typ,Elevation D,11765579,Dimension
PPVC 05, 16_Typ,Elevation D,11842822,Dimension
PPVC 05, 16_Typ,Elevation D,11842915,Dimension
PPVC 05, 16_Typ,Elevation D,11847082,Dimension
PPVC 05, 16_Typ,Elevation D,11886189,Dimension
PPVC 05, 16_Typ,Elevation D,11894696,Dimension
PPVC 05, 16_Typ,Elevation D,11910541,Dimension
PPVC 05, 16_Typ,Elevation D,11911305,Dimension
PPVC 05, 16_Typ,Elevation D,11911312,Dimension
PPVC 05, 16_Typ,Elevation D,11911396,Dimension
PPVC 05, 16_Typ,Elevation D,11922864,Dimension
PPVC 05, 16_Typ,Elevation D,11963422,Dimension
PPVC 05, 16_Typ,Elevation D,11979766,Dimension
